Nome,Idade,Sexo,Turma,Rm,Pontuacao,Num_simulacoes,Num_insignias
Matthew Robinson,28,M,9LPNW,739340,555,3,3
Scott Ellis,41,M,4LPNX,594832,925,2,5
Brian Trevino,46,M,3LPNY,468613,925,3,5
Robert White,39,M,7LPNZ,903127,2220,3,12
Timothy Villanueva,34,M,5LPNY,348548,370,2,2
Michael Young,47,M,6LPNW,198464,370,2,2
Frances George,35,F,3LPNY,918314,555,2,3
Kimberly Ross,25,F,4LPNW,180716,1295,2,7
Erica Johnson,42,F,1LPNY,655033,740,2,4
Teresa Miller,32,F,1LPNX,644909,0,1,0
Dr. Zachary Ashley MD,20,M,9LPNZ,463646,2220,3,12
Michael Jimenez,37,M,4LPNY,722203,1110,3,6
Rachel Carroll,26,F,7LPNW,817184,925,2,5
Shawn Reyes,28,M,8LPNW,986291,185,1,1
Kenneth Church,26,M,6LPNZ,473915,370,1,2
Laurie Decker,24,F,8LPNX,628631,740,2,4
Leslie Robinson,47,F,6LPNW,959113,1295,3,7
Ian Thomas,45,M,5LPNX,365263,2775,3,15
Erin Newman,26,F,2LPNZ,889088,0,1,0
Scott Cox,23,M,1LPNW,740427,1295,2,7
Jessica Guzman,36,F,6LPNW,904867,2405,3,13
Alicia Collins,41,F,8LPNX,116038,1480,3,8
Shane Blankenship,34,M,8LPNW,398399,740,1,4
Anthony Benitez,24,M,8LPNW,459118,370,2,2
Samantha Guzman,35,F,6LPNY,828674,370,1,2
Kimberly Lester,26,F,6LPNX,398790,1850,2,10
Patricia Carter,30,F,8LPNZ,873528,925,1,5
Robert Phillips,48,M,3LPNZ,134329,555,1,3
Michael Mcdaniel,35,M,9LPNZ,556316,1480,2,8
Kristi Rogers,35,F,4LPNX,818169,1110,2,6
Connie Barnes,31,F,7LPNY,667075,0,1,0
Blake Moreno,48,M,6LPNY,214807,555,1,3
Joseph Johnson,26,M,1LPNZ,353192,185,2,1
Alice Keith,39,F,5LPNW,891125,370,2,2
Gina Reynolds,30,F,10LPNZ,375629,0,3,0
Lee Haynes,28,M,4LPNW,274132,740,3,4
Barbara Donaldson,43,F,4LPNZ,659027,1665,2,9
Robert Marshall,39,M,1LPNZ,564716,370,1,2
Stephen Smith,28,M,8LPNY,581118,1295,2,7
Anna Jensen,18,F,5LPNW,170304,1850,2,10
Paula Franklin,26,F,1LPNX,535017,1665,3,9
Rebekah Jackson,19,F,2LPNY,375859,1665,2,9
Alexander Hanson,24,M,7LPNY,657350,555,2,3
Ashley Paul,42,F,2LPNW,655583,2775,3,15
Norman Delgado,21,M,6LPNZ,157516,1665,3,9
Nicole Rasmussen,50,F,3LPNW,345622,370,1,2
James Jackson III,22,M,8LPNZ,862058,925,1,5
Connie Johnson,47,F,9LPNY,669760,0,1,0
Christina Fischer,39,F,5LPNY,677065,1480,2,8
Tammy Chan,26,F,10LPNX,119667,1850,3,10
Courtney Smith,46,F,6LPNZ,171811,1665,2,9
Amy Vasquez,23,F,6LPNX,360332,1850,3,10
Karen Schwartz,25,F,1LPNZ,334014,740,1,4
Deborah Garcia,50,F,6LPNX,127307,370,2,2
Marc Short,38,M,10LPNZ,570580,925,1,5
Patricia Ball,43,F,7LPNZ,641193,2775,3,15
Willie Hall,33,M,9LPNW,994797,925,1,5
Dawn Rice,47,F,4LPNY,881472,2035,3,11
Allen Hammond,46,M,3LPNY,287924,2775,3,15
Jose Ortiz,39,M,9LPNX,486322,0,1,0
Kyle Chase,45,M,10LPNY,121405,740,3,4
Sheila Brown,46,F,9LPNY,727059,0,3,0
Nathan Lowe,26,M,3LPNX,952057,555,1,3
Blake Ward,46,M,4LPNW,442056,1850,3,10
Katherine Rivera DDS,28,F,4LPNX,733558,1295,2,7
Hannah Collins,44,F,4LPNZ,104298,740,1,4
Victoria Rivas,37,F,2LPNZ,489510,2405,3,13
Samantha Zamora,27,F,3LPNX,486218,925,3,5
Jaime Johnson DDS,19,F,7LPNX,962509,740,1,4
David Adams,23,M,4LPNW,772079,0,2,0
Michael Wolfe,22,M,10LPNZ,236859,0,1,0
Andrew Livingston,23,M,7LPNZ,124325,555,2,3
John Shaw,30,M,8LPNX,601921,370,1,2
Laura Walter,49,F,1LPNY,772905,1110,2,6
Joseph Brown,33,M,3LPNY,579826,2405,3,13
Melissa Taylor,46,F,5LPNY,358085,185,3,1
Emily Duran,24,F,10LPNY,292390,925,1,5
Kaitlyn Willis,39,F,4LPNZ,929273,555,1,3
Jenna Osborne,19,F,6LPNY,554515,185,1,1
Susan Smith,19,F,6LPNX,175931,370,1,2
Brenda Jones,48,F,2LPNX,234585,740,1,4
Sarah Brown,33,F,5LPNW,716178,1665,3,9
Matthew Herrera,45,M,5LPNZ,845129,740,2,4
Dana Tucker,19,F,4LPNW,589094,185,3,1
Jenna Velasquez,41,F,8LPNW,932552,370,1,2
Donna Johnson,22,F,9LPNY,456618,1850,3,10
Noah Carter,48,M,6LPNW,569417,0,1,0
Johnny Murphy,40,M,5LPNY,614780,370,2,2
Lance Rice,26,M,3LPNX,127594,2035,3,11
Daniel Harrell,21,M,8LPNW,375437,370,1,2
Alicia Evans,37,F,1LPNZ,857008,185,1,1
Daniel Jordan,49,M,5LPNX,328843,555,2,3
Leslie Johnson,23,F,1LPNX,468114,0,1,0
Mrs. Alyssa Taylor,26,F,8LPNZ,653586,2590,3,14
Jeremy Barnes,39,M,1LPNW,889744,555,1,3
Morgan Torres,33,F,7LPNX,162420,1665,2,9
David Williamson,39,M,5LPNZ,669139,1480,3,8
Brianna Alvarez,37,F,1LPNW,225814,185,1,1
Amy Blair,41,F,4LPNZ,813434,925,3,5
Steven Olson,47,M,6LPNX,904929,555,2,3
Kim Curtis,38,F,8LPNW,803821,1480,2,8
David Taylor,31,M,5LPNZ,552258,370,2,2
Stephen Salazar,44,M,2LPNZ,121892,740,2,4
Katrina Mora,34,F,9LPNY,888858,740,1,4
Melissa Escobar,43,F,3LPNZ,522013,1480,2,8
April Bruce,25,F,7LPNX,491781,2035,3,11
Charles Cline,43,M,10LPNX,488274,0,1,0
Julie Hall,19,F,8LPNZ,237955,1665,2,9
Kristin Sanders,49,F,8LPNZ,672500,1110,3,6
Amanda Holmes,41,F,9LPNW,306402,0,2,0
Lindsey Kirby,21,F,2LPNY,181332,370,2,2
Ellen Williamson,32,F,4LPNY,407443,925,1,5
William Sanford,25,M,8LPNY,766594,925,1,5
Stephanie Soto,47,F,1LPNY,134852,370,1,2
Joshua Lloyd,48,M,7LPNW,857254,740,3,4
Michael Green,24,M,7LPNZ,373065,740,1,4
Danny Kim,31,M,5LPNX,470887,555,1,3
Courtney Brewer,44,F,6LPNX,273581,2775,3,15
Connie Crawford,29,F,9LPNW,755422,1850,2,10
Tammy Baker,33,F,1LPNW,440511,185,2,1
Joseph Mullins,39,M,5LPNY,758576,1295,3,7
Scott Hurley,31,M,5LPNY,794491,0,2,0
Ryan Jenkins,47,M,3LPNW,974021,740,2,4
John Walls,30,M,8LPNY,917817,370,1,2
David Miranda,36,M,3LPNW,902770,370,3,2
Andrew Drake,33,M,2LPNX,441939,1850,2,10
Ashley Mckinney,34,F,6LPNW,873056,185,2,1
Renee Mejia,28,F,3LPNZ,945075,740,3,4
Jamie Jennings,42,F,10LPNZ,449402,185,1,1
Shawn Rivera,26,M,6LPNY,890852,555,1,3
Erica Carpenter,23,F,7LPNX,891150,2775,3,15
Joshua Leonard,34,M,7LPNZ,150128,925,3,5
Nicole Hoover,41,F,3LPNX,341339,370,2,2
Matthew Goodman,30,M,1LPNW,344266,185,1,1
David Alexander,21,M,3LPNX,340364,1480,2,8
Michael Walker,32,M,1LPNW,598267,2590,3,14
Caitlin Watson,24,F,7LPNZ,892832,370,2,2
Derek Romero,45,M,9LPNX,821084,555,2,3
Dr. Sherry Brown,50,F,2LPNY,574607,2035,3,11
Margaret Johnson,30,F,1LPNZ,906045,1480,3,8
Chad Perez,40,M,8LPNX,930536,925,2,5
Wendy Kirk,32,F,1LPNY,894506,740,2,4
John Coleman,21,M,2LPNW,479814,925,1,5
Ashley Mueller,21,F,10LPNX,631462,0,3,0
Jasmine Oneal,37,F,2LPNY,403040,2405,3,13
Emily Kirk,39,F,3LPNW,950930,2775,3,15
Tiffany Robinson,30,F,5LPNW,626626,0,1,0
Lee Stevenson,46,M,8LPNY,113428,1110,2,6
Maria Murphy,49,F,1LPNW,680052,740,3,4
Tyler Neal,36,M,2LPNZ,565688,555,1,3
Holly Navarro,31,F,9LPNX,572796,925,1,5
Anthony Leonard,46,M,4LPNY,416969,1110,2,6
Mr. Kyle Tate,34,M,8LPNW,944448,555,2,3
Tanya Oneill,28,F,10LPNW,184554,740,1,4
Daniel Fisher,25,M,2LPNZ,774259,925,1,5
Amy Barber,38,F,7LPNY,907936,740,2,4
Jacqueline Carlson,22,F,3LPNW,207518,0,2,0
Margaret Delgado,46,F,8LPNX,847112,185,1,1
Jesse Evans,42,M,9LPNZ,783590,1665,3,9
Gregory Torres,37,M,5LPNW,824875,1665,2,9
Beth Strickland,21,F,9LPNW,482386,185,1,1
Stephanie Smith,20,F,5LPNZ,794494,925,1,5
Ronald Johnson,20,M,10LPNW,274565,1110,2,6
Ryan Schultz,40,M,8LPNY,781766,740,1,4
Erica Lopez,35,F,6LPNZ,804327,1665,3,9
Robert Sanders,45,M,5LPNY,620728,925,1,5
Stephanie King,37,F,9LPNW,421497,1850,3,10
Jacqueline Williams,29,F,2LPNW,165341,2775,3,15
Lucas Dillon,43,M,3LPNX,814493,370,1,2
Paul Patel,42,M,1LPNY,217622,1850,2,10
Aaron Bond,46,M,7LPNW,148148,1110,2,6
Angela Johnson,31,F,5LPNZ,159473,185,1,1
Matthew Murphy,48,M,2LPNW,989069,370,2,2
Alicia Thompson,27,F,4LPNZ,234673,2775,3,15
Anna Sparks,47,F,8LPNZ,278940,0,1,0
Tonya Hess,39,F,5LPNY,476614,2590,3,14
Desiree Hernandez,36,F,7LPNX,790244,555,2,3
Stacey Bush,21,F,6LPNZ,647210,2775,3,15
Katherine Brooks,33,F,10LPNW,768642,1665,2,9
Amy Barrett,50,F,5LPNW,969381,740,3,4
Danielle Benitez,38,F,9LPNW,896852,0,1,0
Tina Morgan,20,F,10LPNY,304890,0,1,0
Robert Mills,24,M,8LPNX,198249,185,2,1
Theresa Miller,50,F,6LPNZ,165977,740,2,4
Geoffrey Phillips,44,M,6LPNY,979232,925,1,5
Douglas Smith,32,M,10LPNZ,367923,1850,3,10
Daniel Farrell,20,M,3LPNW,207241,740,2,4
Elizabeth Campbell,35,F,8LPNW,554452,740,1,4
Tara Newman,26,F,1LPNZ,697921,1665,2,9
Michael Clark,38,M,9LPNY,303444,0,1,0
Kathryn Ferguson,21,F,3LPNX,235398,925,3,5
Tara Williams,37,F,6LPNZ,699987,185,3,1
Monique Nicholson,43,F,8LPNZ,692882,925,1,5
Pamela Costa,21,F,7LPNX,975588,925,3,5
Susan Russo,42,F,7LPNZ,105079,1665,3,9
Andrew Lam,41,M,7LPNW,749246,925,3,5
Brent Richardson,22,M,10LPNX,221210,1110,2,6
Albert Henderson,28,M,10LPNY,619914,925,1,5
Ian Collins,18,M,7LPNX,290591,740,3,4
Tony Martin,32,M,3LPNY,395021,1295,2,7
Ricardo Morris,31,M,3LPNX,307437,740,1,4
Stephanie Chambers,49,F,7LPNX,478193,1850,2,10
Robert Green,26,M,7LPNX,230879,0,2,0
Devin Munoz,42,M,6LPNW,752525,925,2,5
David Collins,29,M,5LPNX,802054,0,2,0
Philip Duarte,32,M,7LPNZ,475802,1665,3,9
Timothy Hall,46,M,6LPNX,701941,740,1,4
Michael Norton,19,M,2LPNW,794791,555,2,3
James Harrison,43,M,9LPNZ,415531,740,1,4
Eric Reynolds,43,M,5LPNW,482314,370,1,2
Isaac Cole,25,M,8LPNZ,493501,740,3,4
Paula Guerrero,18,F,6LPNX,997368,740,1,4
Cheryl Mccoy,20,F,4LPNX,833360,185,3,1
Mr. Michael Green Jr.,33,M,4LPNZ,417659,2775,3,15
Dustin Williamson,41,M,9LPNX,490320,2220,3,12
Kayla Hernandez,50,F,5LPNW,206500,1480,2,8
Edward Huang,46,M,5LPNW,678922,1850,2,10
Cameron Garcia,39,M,1LPNY,913556,1850,2,10
Karen Benitez,30,F,9LPNW,571111,925,1,5
Sharon Perkins,38,F,6LPNW,581509,2035,3,11
Andre Estrada,25,M,4LPNZ,470640,1850,2,10
John Wells,45,M,3LPNZ,531495,1850,2,10
Mr. Brian Newman,34,M,5LPNY,164487,185,1,1
Seth Mendez,45,M,8LPNW,486040,1665,3,9
Makayla Snyder,25,F,8LPNW,157947,740,1,4
Victoria Hayes,19,F,4LPNW,515929,370,3,2
Alexander Douglas,20,M,9LPNY,152231,925,2,5
Autumn Kennedy,36,F,8LPNW,812947,555,1,3
Rodney Villa,48,M,1LPNW,569048,0,1,0
Mr. William Wheeler,23,M,10LPNW,809237,740,2,4
Jessica Smith,50,F,4LPNY,120837,1850,2,10
Joseph Newman,46,M,3LPNX,946757,185,1,1
Erika Coleman,38,F,8LPNX,775137,370,1,2
Travis Moss,21,M,6LPNX,343141,0,1,0
Nancy Mercer,21,F,8LPNW,961643,185,3,1
Julie Henderson,41,F,7LPNZ,105922,740,2,4
Dr. Amber Powell,37,F,1LPNW,833507,740,3,4
David Jackson,21,M,8LPNZ,612389,185,1,1
Linda Richardson,20,F,3LPNW,447927,925,1,5
Robert Thomas,29,M,5LPNW,534193,1480,2,8
John Smith,25,M,1LPNX,311355,1295,2,7
Phillip Allen,41,M,7LPNZ,224111,185,1,1
Jennifer Young,42,F,10LPNZ,217144,1480,3,8
Donna Ortiz,25,F,4LPNZ,316068,1850,3,10
Megan Montgomery,35,F,4LPNX,711029,740,2,4
Savannah Rogers,36,F,7LPNY,610373,370,3,2
Corey Murphy,36,M,9LPNX,522830,185,3,1
Elizabeth Gilbert,45,F,8LPNY,552846,0,3,0
Linda Knight,31,F,8LPNW,439314,2035,3,11
Carol Carrillo,45,F,1LPNX,849745,185,2,1
Mrs. Renee Lopez,31,F,7LPNX,836242,925,3,5
Pamela Lee,41,F,10LPNW,364371,0,1,0
Nathan Campbell,50,M,10LPNW,927211,1480,3,8
Kimberly Medina,48,F,10LPNW,631434,925,1,5
Lisa Bates,45,F,2LPNY,595048,370,3,2
Kayla Blanchard,40,F,3LPNW,914237,2405,3,13
Jennifer Brady,43,F,10LPNZ,522046,185,1,1
Joshua Lane,25,M,9LPNW,467940,925,1,5
James Rogers,50,M,8LPNZ,274871,370,3,2
Alexis Patel,37,F,2LPNX,125913,740,2,4
Kyle Alvarado,48,M,6LPNW,764246,925,3,5
Tiffany Santana,33,F,4LPNX,746943,740,1,4
Stephanie Wang,33,F,10LPNX,528755,740,2,4
Jesse Love,25,M,1LPNZ,864496,1850,2,10
Erica Taylor,44,F,4LPNW,316859,185,1,1
Edwin Parker,19,M,10LPNW,887847,2405,3,13
Joan Simmons,39,F,7LPNZ,812248,185,2,1
Adrienne Walsh,28,F,5LPNY,481639,2035,3,11
Elizabeth Melendez,20,F,3LPNX,940301,185,1,1
Travis Smith,40,M,9LPNW,288812,370,3,2
Tyler Rodriguez,28,M,9LPNZ,123931,555,1,3
Madison Walsh,46,F,10LPNX,961188,2035,3,11
Robert Haynes,29,M,1LPNZ,220873,185,3,1
Marie Nichols,48,F,6LPNY,874575,555,2,3
Zoe Wilson,45,F,4LPNZ,154609,1665,3,9
Ian Mullen,39,M,3LPNW,640057,740,1,4
Taylor Sanders,27,F,3LPNX,594612,555,3,3
Joshua Patrick,46,M,10LPNZ,794480,555,1,3
Brittany Mcdonald,46,F,10LPNY,575188,1480,2,8
Tina Sanchez,48,F,2LPNW,855943,555,1,3
Mark Smith,30,M,10LPNX,463678,925,2,5
Amanda Juarez,40,F,8LPNW,691887,2405,3,13
John Clark,18,M,8LPNW,389434,370,3,2
Ricky Vargas,21,M,9LPNW,436647,740,2,4
John Simpson,49,M,7LPNY,489143,555,1,3
Aaron Chang,39,M,8LPNZ,807305,185,1,1
Margaret Wolf,26,F,6LPNZ,820419,2405,3,13
Bonnie Ho,47,F,7LPNY,559364,1110,2,6
John Spencer,26,M,1LPNZ,855438,0,1,0
Michael Elliott,26,M,1LPNZ,924558,925,1,5
Ashley Young,47,F,6LPNW,463081,740,1,4
Rachael Fischer,35,F,9LPNY,951476,0,3,0
Mary Garrett,48,F,1LPNX,208053,0,1,0
Jordan Martinez,36,M,3LPNW,505684,1480,3,8
Brendan Gates,33,M,2LPNY,347671,185,3,1
Sue Mendez,40,F,2LPNX,975090,370,2,2
Kimberly Lopez,20,F,9LPNY,701855,1295,3,7
David Lowery,37,M,5LPNZ,577423,0,1,0
Mrs. Kim Payne,46,F,6LPNX,865251,555,1,3
Gregory Everett,47,M,4LPNY,840914,2405,3,13
David Baker,34,M,4LPNX,272589,2590,3,14
Michael Chaney,31,M,6LPNZ,162429,925,3,5
Kimberly Martin,23,F,3LPNX,180083,1480,2,8
Terri Martin,31,F,9LPNZ,452172,925,1,5
Dennis Perez,21,M,3LPNW,541222,1295,2,7
Donna Brown,34,F,2LPNY,315926,0,3,0
Michael Grimes,41,M,8LPNW,196856,2775,3,15
Trevor Mullen,26,M,4LPNX,436958,0,3,0
Crystal Dawson,30,F,10LPNY,425842,1850,2,10
Matthew Little,30,M,7LPNZ,561134,185,3,1
Cynthia Collins,30,F,4LPNX,196508,185,1,1
Jesse Jenkins,38,M,1LPNZ,223960,0,2,0
Katie Day,28,F,10LPNX,584080,0,3,0
Nicole Gallagher,49,F,2LPNX,985681,1850,2,10
Ashley Jones,49,F,6LPNZ,602183,1665,2,9
Beth Gordon,32,F,7LPNY,158421,370,1,2
Allison Lynch,47,F,2LPNW,644614,1110,3,6
Sara Huerta,40,F,10LPNX,366062,740,1,4
Robert Bailey,29,M,6LPNY,978576,555,2,3
Troy Daniel,31,M,5LPNX,815261,1665,3,9
Joseph Turner,41,M,3LPNX,673773,555,1,3
Angelica Wheeler,46,F,8LPNW,836251,0,2,0
Debra Fletcher,27,F,1LPNX,116775,1295,2,7
Cody Russell,37,M,10LPNZ,774649,1850,2,10
Kristina Peterson,29,F,4LPNW,384046,1295,2,7
Curtis Prince,41,M,10LPNW,304843,0,2,0
Ronald Bush,41,M,2LPNZ,519187,1850,2,10
Carrie Kelley,28,F,7LPNX,942133,370,3,2
Melody Evans,37,F,8LPNW,876628,0,2,0
Leonard Adams,31,M,7LPNY,561801,0,3,0
Nicole Sanchez,47,F,1LPNZ,979300,2590,3,14
Joshua Calderon,23,M,8LPNZ,372882,1850,2,10
Briana Ramirez,33,F,2LPNX,763398,925,1,5
Erica Fry,25,F,10LPNY,556132,1850,3,10
Ricardo Austin,25,M,10LPNZ,455421,925,1,5
Autumn Castro,43,F,8LPNW,626490,1110,2,6
Rebecca Wilson,35,F,8LPNY,930289,555,2,3
Matthew Bennett,18,M,7LPNX,606199,555,2,3
Mathew Harrison,34,M,3LPNW,175400,370,2,2
Stacy Pearson,44,F,3LPNX,789234,925,2,5
David Moran,23,M,10LPNY,660704,370,3,2
Amber Reynolds,22,F,8LPNY,502345,555,1,3
Joe Bryant,46,M,4LPNX,167180,925,1,5
Alyssa West,42,F,4LPNZ,543861,370,2,2
Teresa Kim,40,F,7LPNW,231614,1480,2,8
Cheryl Burns,46,F,9LPNZ,692676,1110,3,6
Timothy Gonzalez,18,M,4LPNZ,644235,1110,3,6
Sean Li,39,M,6LPNZ,802685,1480,2,8
Christina Long,28,F,2LPNX,715459,1665,2,9
Adam Wood,34,M,8LPNY,288660,185,3,1
Albert Suarez,41,M,2LPNY,483550,740,1,4
Donald Shaffer,33,M,2LPNW,196946,2775,3,15
Justin Castillo,39,M,1LPNX,499007,2775,3,15
Jesus Taylor,45,M,7LPNZ,764831,185,1,1
Catherine Holt,39,F,5LPNX,629227,1480,3,8
Michael Cooper,48,M,4LPNX,438126,2775,3,15
Jeremy Rodriguez,28,M,2LPNX,861199,555,1,3
Robert Pierce,38,M,2LPNZ,530087,1110,2,6
Eric Lee,36,M,8LPNW,185446,2220,3,12
Michael Wright,20,M,4LPNX,673259,740,2,4
Mr. David Shepherd,33,M,4LPNW,872325,370,1,2
Keith Gutierrez DDS,25,M,5LPNX,892906,1665,2,9
Jessica Anderson,48,F,2LPNX,131588,740,2,4
Mrs. Michelle Garcia MD,47,F,6LPNY,367628,0,3,0
Bruce Elliott,22,M,4LPNZ,697243,1295,2,7
Perry White,42,M,10LPNX,761093,555,1,3
Renee Cruz,22,F,2LPNY,477172,185,2,1
Greg Scott,39,M,5LPNX,214167,1850,2,10
Kelly Reynolds,36,F,5LPNZ,185670,185,2,1
Melissa Nguyen,37,F,8LPNW,138110,740,3,4
Jason Peterson,47,M,9LPNW,504320,740,2,4
Barbara Ortiz,47,F,4LPNZ,661603,740,2,4
Kelly Paul,38,F,4LPNX,844253,370,1,2
Robert Adams,31,M,2LPNX,940507,740,3,4
John Grant,22,M,3LPNY,665802,925,3,5
Sandra Mejia,49,F,6LPNW,261909,370,1,2
Ryan Wilson,20,M,4LPNX,994232,1110,3,6
Kimberly Maxwell,20,F,1LPNW,788648,1110,2,6
Jade Clark,34,F,1LPNZ,416901,925,1,5
Michael Hartman,48,M,10LPNY,594533,0,3,0
Theresa Russo,33,F,2LPNX,692958,1295,2,7
Elizabeth Jones,45,F,6LPNY,952146,1295,3,7
Gary Golden,29,M,8LPNY,620887,370,1,2
Robert Pollard,39,M,2LPNZ,757435,925,1,5
Jeffrey Moore,47,M,10LPNZ,244701,185,1,1
Brandon Thomas,37,M,4LPNX,462913,1850,2,10
Joseph Stewart,20,M,7LPNZ,989982,185,1,1
Johnny Santiago,37,M,6LPNW,895303,370,2,2
David Vaughan MD,19,M,5LPNX,676698,1480,2,8
Kelly Garcia,26,F,10LPNY,216896,1110,3,6
Robert Cook,25,M,4LPNW,794847,740,2,4
Michael Vaughan,29,M,9LPNW,170605,1665,3,9
Taylor Patrick,40,F,10LPNW,599639,1110,3,6
Tracie Watson,18,F,4LPNZ,186298,185,3,1
Alexa Anderson,47,F,7LPNZ,759664,2405,3,13
Elizabeth Gibson,43,F,7LPNW,308825,925,1,5
Jeremy Weber,45,M,5LPNY,305082,185,2,1
Michelle Mercado,20,F,1LPNZ,780221,370,2,2
Andrew Cabrera,40,M,3LPNW,259074,925,2,5
Kaylee Walker,42,F,9LPNX,343389,1480,2,8
Melissa Mack,24,F,2LPNY,764642,185,1,1
Kendra Black,19,F,3LPNY,742943,185,1,1
Richard Day,19,M,3LPNW,145848,370,1,2
Benjamin Davis,26,M,1LPNZ,749650,740,1,4
Jose Evans,36,M,8LPNZ,109161,925,1,5
Patrick Aguirre,36,M,8LPNW,834018,370,3,2
Patricia Martinez,33,F,7LPNX,561428,555,1,3
Jessica Miles,38,F,10LPNW,777197,1295,2,7
Bryan Watson,39,M,2LPNZ,138135,1480,2,8
Jeffrey Miles,30,M,3LPNY,797557,925,2,5
Justin Butler,33,M,9LPNY,530483,555,1,3
Barbara Gordon,25,F,2LPNY,739123,555,3,3
Colleen Davis,41,F,3LPNX,446071,1295,2,7
Dennis Taylor,37,M,2LPNW,482292,2590,3,14
Randy Davis,35,M,1LPNX,825663,2405,3,13
David Nelson,37,M,2LPNW,188286,925,2,5
John Mcbride,25,M,3LPNX,221658,370,1,2
Blake Ramos,18,M,6LPNX,526910,1850,3,10
Michael Humphrey,25,M,6LPNX,366392,925,2,5
Tyrone Escobar,25,M,4LPNZ,263220,555,3,3
George Nelson,36,M,9LPNZ,231649,925,3,5
Cynthia Lane,27,F,5LPNW,535091,370,3,2
Michael Browning,25,M,1LPNY,745730,1110,2,6
Tammy Reynolds,44,F,3LPNY,768903,370,2,2
Kelsey Rojas,45,F,9LPNW,405349,1850,3,10
Sandra Aguilar,21,F,7LPNX,970542,1665,3,9
Brian Davis,41,M,6LPNZ,145378,1295,2,7
Vickie Schroeder,39,F,6LPNY,436656,2775,3,15
David Gutierrez,18,M,2LPNZ,969531,0,2,0
Noah Wolf,39,M,3LPNW,794630,740,3,4
Charles Chambers,49,M,1LPNZ,281518,925,1,5
Leslie Martin,21,F,8LPNZ,563246,0,1,0
Phillip Lopez,32,M,4LPNX,862941,1110,3,6
Veronica Gaines,38,F,6LPNY,869550,0,3,0
Ryan Vaughn,35,M,7LPNY,612347,1850,2,10
Phillip Jones,46,M,9LPNW,342283,185,1,1
Bradley Taylor,18,M,4LPNX,635137,1480,2,8
Mary Webb,34,F,7LPNX,298962,1665,2,9
Valerie Leonard,35,F,2LPNY,942749,185,1,1
Mary Love,44,F,3LPNY,827712,1110,3,6
Lisa Moss,36,F,5LPNZ,706158,2220,3,12
Caleb Hamilton,30,M,1LPNZ,119105,1480,2,8
Jeremy Smith,22,M,5LPNX,319922,185,1,1
Dennis Torres,45,M,6LPNZ,945913,1850,3,10
Jennifer Baker,36,F,5LPNY,447125,740,2,4
Kristin Mercado,50,F,8LPNX,112627,1295,2,7
Suzanne West,42,F,4LPNY,671462,370,1,2
Jeffrey Middleton,38,M,3LPNY,436680,1480,3,8
Courtney French,41,F,1LPNY,749290,370,2,2
Adam Herring,35,M,1LPNW,539365,370,2,2
Kaitlyn Gibbs,43,F,5LPNW,947667,1110,3,6
Roy Martin,20,M,9LPNX,422549,555,1,3
Garrett Combs,50,M,5LPNX,213133,740,2,4
Kevin Howell,27,M,6LPNX,766870,2775,3,15
Scott Ward,29,M,5LPNY,146287,925,1,5
Kristi Sanders,34,F,10LPNZ,749584,0,2,0
Brittany Wilson,38,F,7LPNZ,677472,1480,2,8
Tiffany Simmons,29,F,7LPNY,574540,185,1,1
Holly Andrews,48,F,10LPNW,418676,0,1,0
Andrew Summers,28,M,9LPNX,391236,0,1,0
Stephanie Fitzgerald,42,F,4LPNX,840952,370,1,2
Omar Smith,26,M,2LPNY,544740,740,1,4
James Fernandez,38,M,5LPNX,925338,740,3,4
Eric Parsons,39,M,7LPNZ,942581,925,1,5
Ryan Walker,28,M,2LPNW,205367,2405,3,13
Zachary Roach,29,M,6LPNW,778500,185,3,1
Logan Sparks,20,M,7LPNX,130230,0,2,0
Jennifer Harris,38,F,7LPNX,562086,1665,2,9
Alicia Nguyen,45,F,6LPNZ,489697,2220,3,12
Stephanie Allen,25,F,3LPNX,786254,2590,3,14
Diana Farrell,24,F,1LPNY,663700,740,2,4
Mark Murphy,21,M,6LPNX,395412,925,1,5
Dennis Brown,42,M,2LPNZ,521056,925,2,5
Andrew Bennett,32,M,2LPNZ,386135,1850,2,10
James Ortiz,33,M,6LPNZ,282667,0,1,0
Kevin Christian,30,M,5LPNX,882013,185,1,1
Kristina Wright DVM,31,F,9LPNW,574955,370,3,2
Devin Curtis,47,M,9LPNZ,136202,0,2,0
Theresa Bennett,45,F,3LPNX,935550,1295,2,7
John Mcmillan,19,M,9LPNZ,808366,925,1,5
Maxwell Young,20,M,8LPNY,679511,555,1,3
Madeline Cruz,45,F,7LPNZ,340335,1110,3,6
Tracy Hunt,41,F,6LPNZ,560010,1110,2,6
Jerry Jones,33,M,7LPNY,284651,2220,3,12
Malik Erickson,48,M,2LPNW,372392,370,2,2
Hannah Ford,27,F,4LPNY,638401,0,3,0
Amanda Parker,24,F,5LPNW,608345,740,3,4
Maurice Fitzgerald,40,M,2LPNX,254752,555,1,3
Sandra Lowe,37,F,9LPNX,478427,1110,2,6
Robert Weaver,29,M,1LPNY,917250,2035,3,11
Julia Gordon,39,F,5LPNZ,964700,2035,3,11
Jennifer Simmons,25,F,8LPNY,191480,740,3,4
Ryan Thomas,38,M,6LPNY,125306,555,2,3
Erica Flores,40,F,1LPNW,757971,1295,3,7
Kristen Ward,30,F,1LPNX,990061,2775,3,15
Daniel Chan,31,M,4LPNZ,685167,0,1,0
Bobby Mcdonald,32,M,6LPNW,655240,0,1,0
